0,1,2,3,4,5,6,7,8,9,10
0.9999999,0.09859663,0.3475142,0.12006328,0.39427897,0.16532439,0.5396763,0.59099966,0.2955649,0.51057607,0.21438381
0.09859663,1.0000004,0.109289974,0.25005853,0.1839351,0.5040456,0.12970015,0.08882457,0.17069957,0.115831204,0.02590471
0.3475142,0.109289974,0.9999999,0.28875828,0.46577424,0.30819866,0.4564335,0.3558839,0.41182333,0.40069556,0.14837384
0.12006328,0.25005853,0.28875828,1.0000001,0.4329335,0.34683,0.10474226,0.16435027,0.17725793,0.22132823,0.015079103
0.39427897,0.1839351,0.46577424,0.4329335,0.9999999,0.29526302,0.63609815,0.46642452,0.36323285,0.6374223,0.22241247
0.16532439,0.5040456,0.30819866,0.34683,0.29526302,0.99999994,0.21566391,0.19139947,0.26622164,0.19058973,0.094119936
0.5396763,0.12970015,0.4564335,0.10474226,0.63609815,0.21566391,1.0,0.5101406,0.35269916,0.69433725,0.39442316
0.59099966,0.08882457,0.3558839,0.16435027,0.46642452,0.19139947,0.5101406,1.0000002,0.31324822,0.52921665,0.16706353
0.2955649,0.17069958,0.41182333,0.17725794,0.3632328,0.26622167,0.3526992,0.31324822,1.0,0.2671076,0.12622528
0.51057607,0.1158312,0.40069553,0.22132823,0.63742226,0.19058971,0.6943372,0.52921665,0.2671076,0.99999994,0.42621133
0.21438387,0.025904713,0.14837384,0.015079096,0.22241248,0.094119936,0.39442316,0.16706353,0.12622528,0.42621133,1.0000001
