0,1,2,3,4,5,6,7,8,9,10
0.9999995,0.69094825,0.52389306,0.54751754,0.631058,0.22139245,0.14868632,0.5522696,0.2383717,0.17459881,0.10862832
0.69094825,0.9999999,0.37604213,0.54297626,0.94387287,0.20944679,0.08408005,0.5621192,0.28840595,0.19141242,0.1655733
0.52389306,0.37604213,0.9999999,0.43726864,0.37386495,0.14624426,0.2859366,0.3237676,0.22512537,0.1934562,0.13003424
0.54751754,0.54297626,0.43726864,0.9999998,0.54514724,0.23398902,0.24841793,0.74234104,0.31997654,0.19042076,0.20616287
0.631058,0.94387287,0.37386495,0.54514724,0.9999997,0.19692476,0.091489926,0.5268083,0.30907106,0.18963802,0.18504706
0.22139245,0.20944679,0.14624426,0.23398902,0.19692476,1.0,0.15645176,0.19028892,0.18686214,-0.048609238,0.1551255
0.14868632,0.08408005,0.2859366,0.24841793,0.091489926,0.15645176,0.9999999,0.09121274,0.15790422,0.17736378,0.1844787
0.5522696,0.5621192,0.3237676,0.74234104,0.5268083,0.19028892,0.09121274,1.0000002,0.24917956,0.27822518,0.15261477
0.2383717,0.28840595,0.22512537,0.3199765,0.30907103,0.18686214,0.15790421,0.24917956,1.0,0.07675214,0.18296912
0.17459881,0.19141242,0.19345622,0.19042079,0.18963799,-0.048609238,0.17736381,0.27822518,0.07675214,1.0,0.069924265
0.10862831,0.16557331,0.13003422,0.20616287,0.18504706,0.15512547,0.18447869,0.15261477,0.18296912,0.069924265,1.0000002
