0,1,2,3,4,5,6,7,8,9
1.0000002,0.18207708,0.20275706,0.5772728,0.2107198,0.50464725,0.35993025,0.25371563,0.36706832,0.23312426
0.18207708,0.9999996,0.17615786,0.23390117,0.05841438,0.086119115,0.05941856,0.13942918,0.25087035,0.15449008
0.20275706,0.17615786,0.99999976,0.07550728,0.12545538,0.08736484,0.16909185,0.02873377,0.029406257,0.0809851
0.5772728,0.23390117,0.07550728,1.0000002,0.26266134,0.4697395,0.36853337,0.3493133,0.40797946,0.31582564
0.2107198,0.05841438,0.12545538,0.26266134,1.0000005,0.09368623,0.10845861,0.13308549,0.036895417,0.06379243
0.50464725,0.086119115,0.08736484,0.4697395,0.09368623,0.99999976,0.6334045,0.29062417,0.4770815,0.37138557
0.35993025,0.05941856,0.16909185,0.36853337,0.10845861,0.6334045,1.0000002,0.5924597,0.3963763,0.25059757
0.25371563,0.13942918,0.02873377,0.3493133,0.13308549,0.29062417,0.5924597,0.9999998,0.41045365,0.22473608
0.36706832,0.25087035,0.029406242,0.40797943,0.03689541,0.47708154,0.3963763,0.41045362,0.99999964,0.25444955
0.23312423,0.15449008,0.080985114,0.31582558,0.063792415,0.3713855,0.25059748,0.22473606,0.25444955,1.0
