0,1,2,3,4,5,6,7,8,9,10
0.99999994,0.75270903,0.101070985,0.21485919,0.5229186,0.14720413,0.14661564,0.32684502,0.20869529,0.27466136,0.18150118
0.75270903,1.0,0.22060838,0.22845912,0.52507985,0.108457245,0.081911445,0.16192502,0.16104594,0.21198836,0.097953714
0.101070985,0.22060838,0.99999994,0.27401224,0.14490072,0.15328938,-0.11930728,0.18446264,0.20337172,0.06168834,0.010157758
0.21485919,0.22845912,0.27401224,0.99999976,0.31099892,-0.00654763,-0.014344677,0.10622358,0.21922398,0.22411026,0.26412737
0.5229186,0.52507985,0.14490072,0.31099892,0.99999976,0.16594529,0.08465579,0.27951154,0.20288843,0.29342866,0.1717052
0.14720413,0.108457245,0.15328938,-0.00654763,0.16594529,1.0000001,0.2735048,0.45636082,0.27711767,0.099781275,0.013747765
0.14661564,0.081911445,-0.11930728,-0.014344677,0.08465579,0.2735048,1.0000005,0.2763713,0.35661167,0.01810747,0.10643126
0.32684502,0.16192502,0.18446264,0.10622358,0.27951154,0.45636082,0.2763713,1.0000002,0.22994262,0.23969187,0.12399109
0.20869529,0.16104597,0.2033717,0.21922398,0.20288841,0.27711767,0.35661164,0.2299426,1.0000001,0.17277034,0.204018
0.2746613,0.21198839,0.061688334,0.22411028,0.29342863,0.0997813,0.018107463,0.23969187,0.17277034,1.0,0.25597596
0.18150118,0.09795369,0.010157762,0.2641273,0.17170522,0.0137477685,0.106431246,0.12399109,0.204018,0.25597596,1.0
