0,1,2,3,4,5,6,7,8,9,10
0.99999994,0.16368587,0.28502348,0.2415223,0.15324038,0.27178505,0.38114434,0.5793396,0.35670662,0.19784373,0.26598665
0.16368587,1.0,0.30887187,0.25041115,0.23124844,0.45118582,0.02703077,0.1501174,0.16080767,0.04731013,0.24164501
0.28502348,0.30887187,1.0000004,0.3439695,0.19427213,0.44664535,0.10854617,0.17061862,0.17389774,0.2759235,0.30490333
0.2415223,0.25041115,0.3439695,0.99999994,0.22775804,0.1421045,0.058871366,0.17903168,0.2706726,0.09582828,0.1474361
0.15324038,0.23124844,0.19427213,0.22775804,1.0000005,0.23616445,0.013339013,0.13183814,0.10014743,0.0830113,0.1266553
0.27178505,0.45118582,0.44664535,0.1421045,0.23616445,1.0000004,0.099747166,0.2687867,0.2092138,0.18036194,0.44077843
0.38114434,0.02703077,0.10854617,0.058871366,0.013339013,0.099747166,1.0,0.30015928,0.59654826,0.07977407,0.12630188
0.5793396,0.1501174,0.17061862,0.17903168,0.13183814,0.2687867,0.30015928,0.9999998,0.36558083,0.08271244,0.15328419
0.35670662,0.16080765,0.17389774,0.27067262,0.10014741,0.20921381,0.5965483,0.36558086,0.9999998,0.092564926,0.15741417
0.19784376,0.04731013,0.27592352,0.09582826,0.08301128,0.18036191,0.07977406,0.08271247,0.092564926,0.99999964,0.30732125
0.26598668,0.24164498,0.30490333,0.14743608,0.12665528,0.44077846,0.12630188,0.15328422,0.15741417,0.30732125,0.9999996
