0,1,2,3,4,5,6,7,8,9
1.0,0.43254977,0.7633325,0.13192312,0.56748897,0.08314132,0.5374763,0.14461869,0.8195683,0.07839668
0.43254977,1.0,0.4022022,0.114215955,0.22049211,0.08402517,0.33250907,0.168582,0.4013293,0.13900043
0.7633325,0.4022022,1.0,0.17308646,0.4388758,0.13523223,0.5024567,0.16278246,0.70835996,0.100675836
0.13192312,0.114215955,0.17308646,0.9999999,0.37953883,0.49579656,0.114735045,0.19577506,0.12199123,0.074999586
0.56748897,0.22049211,0.4388758,0.37953883,0.9999999,0.4727245,0.44724917,0.1455571,0.5415803,0.1259883
0.08314132,0.08402517,0.13523223,0.49579656,0.4727245,1.0000002,0.13127226,0.14346945,0.09036702,0.10513453
0.5374763,0.33250907,0.5024567,0.114735045,0.44724917,0.13127226,0.99999964,0.2587514,0.6195339,0.070994824
0.14461869,0.168582,0.16278246,0.19577506,0.1455571,0.14346945,0.2587514,0.99999994,0.09349669,0.09468445
0.8195683,0.40132934,0.70835996,0.12199123,0.5415803,0.09036701,0.61953396,0.09349668,1.0000001,0.13533923
0.0783967,0.13900043,0.100675836,0.07499957,0.1259883,0.105134554,0.070994824,0.09468445,0.13533923,1.0
