0,1,2,3,4,5,6,7,8,9
1.0000002,0.34243387,0.22430891,0.7941791,0.7132783,0.19286746,0.554685,0.6585395,0.27138698,0.250066
0.34243387,1.0000001,0.44120312,0.40581906,0.21013168,0.4374836,0.29891288,0.4748921,0.41345954,0.22135389
0.22430891,0.44120312,1.0000002,0.33014283,0.0825546,0.26741147,0.0935972,0.2758287,0.5116124,0.11678991
0.7941791,0.40581906,0.33014283,0.9999997,0.66450304,0.23280174,0.6032542,0.64592665,0.34979132,0.20309979
0.7132783,0.21013168,0.0825546,0.66450304,1.0,0.17869994,0.49273533,0.5266873,0.18804115,0.26287502
0.19286746,0.4374836,0.26741147,0.23280174,0.17869994,0.9999999,0.20452586,0.2666169,0.25369382,0.14562726
0.554685,0.29891288,0.0935972,0.6032542,0.49273533,0.20452586,1.0000004,0.5816338,0.1563852,0.20131783
0.6585395,0.4748921,0.2758287,0.64592665,0.5266873,0.2666169,0.5816338,0.99999964,0.30552006,0.15727162
0.27138698,0.41345954,0.5116124,0.34979132,0.18804115,0.25369382,0.15638521,0.30552006,0.9999999,0.17244115
0.25006604,0.2213539,0.11678992,0.20309979,0.26287502,0.14562726,0.20131782,0.15727165,0.17244115,1.0000001
