0,1,2,3,4,5,6,7,8,9,10
1.0000002,0.7825461,0.67692304,0.37425113,0.29339245,0.31707233,0.40591466,0.030792257,0.29204887,0.11757154,0.2607154
0.7825461,0.99999976,0.43935585,0.29675186,0.2824582,0.2114629,0.44197315,0.1533235,0.28486675,0.05195906,0.14435998
0.67692304,0.43935585,1.0000002,0.41888127,0.25105405,0.3026399,0.4125701,0.013906356,0.23803233,0.09245929,0.2136084
0.37425113,0.29675186,0.41888127,1.0,0.255852,0.56089807,0.34557837,0.08917484,0.2780864,0.08922609,0.18273902
0.29339245,0.2824582,0.25105405,0.255852,0.99999976,0.12213546,0.1980022,0.25174597,0.7209544,0.23894916,0.122768015
0.31707233,0.2114629,0.3026399,0.56089807,0.12213546,1.0,0.3280294,0.0368578,0.13230813,0.009979327,0.17952219
0.40591466,0.44197315,0.4125701,0.34557837,0.1980022,0.3280294,1.0000002,0.14293724,0.30149132,0.11890131,0.11322912
0.030792257,0.1533235,0.013906356,0.08917484,0.25174597,0.0368578,0.14293724,1.0000002,0.24463814,0.024092713,0.12646809
0.29204887,0.28486675,0.2380323,0.27808642,0.72095454,0.13230813,0.30149132,0.24463814,1.0,0.2877096,0.08929366
0.11757152,0.051959068,0.092459306,0.08922609,0.23894918,0.009979326,0.1189013,0.024092717,0.2877096,0.99999976,0.21431403
0.26071543,0.14435996,0.21360838,0.18273899,0.122768044,0.17952222,0.11322911,0.12646809,0.08929366,0.21431403,1.0000005
