0,1,2,3,4,5,6,7,8,9,10,11
0.99999976,0.31323406,0.32163963,0.19380783,0.14643578,0.028629512,0.14621128,0.4302836,0.32392523,0.34903237,0.44550523,0.22271469
0.31323406,0.9999999,0.23487115,0.15339029,0.059368595,0.04936333,0.04310676,0.31065685,0.25605106,0.21813287,0.285651,0.21947435
0.32163963,0.23487115,1.0000005,0.3707282,0.21082926,0.01668248,0.26574004,0.2136085,0.41574013,0.29802212,0.30439937,0.2352103
0.19380783,0.15339029,0.3707282,1.0000002,0.6934316,0.08822864,0.5501175,0.27374694,0.18847044,0.36419678,0.24182147,0.22940591
0.14643578,0.059368595,0.21082926,0.6934316,1.0,0.1899192,0.6547525,0.20930149,0.18352118,0.25169384,0.17602518,0.14268592
0.028629512,0.04936333,0.01668248,0.08822864,0.1899192,1.0,0.11593082,0.093567535,0.08819625,0.2608275,0.08211496,0.0935483
0.14621128,0.04310676,0.26574004,0.5501175,0.6547525,0.11593082,1.0000004,0.20814183,0.15046656,0.13381691,0.08748871,0.14778106
0.4302836,0.31065685,0.2136085,0.27374694,0.20930149,0.093567535,0.20814183,0.99999964,0.27154225,0.36211252,0.41781992,0.2879459
0.32392523,0.25605106,0.41574013,0.18847044,0.18352118,0.08819625,0.15046656,0.27154225,1.0000001,0.41039062,0.45703864,0.15989771
0.34903237,0.21813287,0.29802212,0.36419678,0.25169384,0.2608275,0.13381691,0.36211252,0.41039062,1.0,0.59227264,0.41440055
0.44550523,0.285651,0.30439937,0.24182147,0.17602518,0.08211496,0.08748871,0.41781992,0.45703864,0.59227264,1.0000005,0.22533882
0.22271469,0.21947435,0.2352103,0.22940591,0.14268592,0.0935483,0.14778106,0.2879459,0.15989771,0.41440055,0.22533882,1.0000002
