0,1,2,3,4,5,6,7
0.9999995,0.15919872,0.08101321,0.111499846,0.13189486,0.4784095,0.2583364,0.19100896
0.15919872,1.0,0.108500205,0.7214867,0.30912575,0.20258562,0.2439023,0.3265737
0.08101321,0.108500205,0.9999999,0.08422524,0.1710692,0.060851164,0.220553,0.052329496
0.111499846,0.7214867,0.08422524,1.0000002,0.27270162,0.16672266,0.2770928,0.29390562
0.13189486,0.30912575,0.1710692,0.27270162,0.9999996,0.34849292,0.49884927,0.25780085
0.4784095,0.20258562,0.060851164,0.16672266,0.34849292,0.9999997,0.42281955,0.20874862
0.2583364,0.2439023,0.220553,0.2770928,0.49884927,0.42281955,1.0000004,0.39250618
0.19100896,0.3265737,0.052329496,0.29390562,0.25780085,0.20874862,0.39250618,1.0000006
