0,1,2,3,4,5,6,7,8,9,10,11
1.0000002,0.35026038,0.18567449,0.16051267,0.068891674,0.28736877,0.34442082,0.49349862,0.16697752,0.33862755,0.10699845,0.40116432
0.35026038,0.9999999,0.2527681,0.25836125,0.176848,0.60608363,0.25028047,0.24084948,0.11525372,0.26369515,0.41892543,0.38418025
0.18567449,0.2527681,0.99999976,0.22524135,0.33316275,0.099713586,0.15791261,0.11570126,0.114775896,0.0754367,0.12073231,0.12105031
0.16051267,0.25836125,0.22524135,1.0000001,0.21496902,0.1999287,0.47766304,0.14362486,0.17460796,0.15342459,0.14102975,0.22293259
0.068891674,0.176848,0.33316275,0.21496902,1.0,0.13193926,0.11217429,0.064635485,0.08789381,0.03780325,0.0035913363,0.0008221641
0.28736877,0.60608363,0.099713586,0.1999287,0.13193926,1.0000002,0.44159967,0.4428705,0.1892718,0.29711574,0.37704435,0.39354372
0.34442082,0.25028047,0.15791261,0.47766304,0.11217429,0.44159967,1.0000002,0.68484616,0.43702352,0.5574274,0.23867995,0.39326906
0.49349862,0.24084948,0.11570126,0.14362486,0.064635485,0.4428705,0.68484616,1.0000005,0.4408944,0.59700584,0.2474696,0.4852114
0.16697752,0.11525372,0.114775896,0.17460796,0.08789381,0.1892718,0.43702352,0.4408944,1.0,0.61850876,0.41017973,0.4014692
0.33862755,0.26369515,0.0754367,0.15342459,0.03780325,0.29711574,0.5574274,0.59700584,0.61850876,1.0,0.5036189,0.44348073
0.10699845,0.41892543,0.12073231,0.14102975,0.0035913363,0.37704435,0.23867995,0.2474696,0.41017973,0.5036189,1.0,0.5786462
0.40116432,0.38418025,0.12105031,0.22293259,0.0008221641,0.39354372,0.39326906,0.4852114,0.4014692,0.44348073,0.5786462,1.0000005
