0,1,2,3,4,5,6,7,8,9
0.9999997,0.20663208,0.29129538,0.5464487,0.5390433,0.5930021,0.5236488,0.19925761,0.5898102,0.33013332
0.20663208,1.0,0.3105744,0.050609812,0.1394226,0.16767664,0.2942661,0.26106727,0.08643037,0.37911993
0.29129538,0.3105744,1.0000002,0.2268917,0.33193833,0.14082603,0.1271435,0.10633831,0.29394805,0.35823953
0.5464487,0.050609812,0.2268917,1.0000002,0.31432158,0.5216955,0.4705761,0.18906549,0.5696992,0.18319353
0.5390433,0.1394226,0.33193833,0.31432158,1.0,0.3165908,0.30161908,0.21738942,0.46647727,0.18997398
0.5930021,0.16767664,0.14082603,0.5216955,0.3165908,1.0,0.5428424,0.22917949,0.55315614,0.1657565
0.5236488,0.2942661,0.1271435,0.4705761,0.30161908,0.5428424,1.0000005,0.38687915,0.5169367,0.1777965
0.19925761,0.26106727,0.10633831,0.18906549,0.21738942,0.22917949,0.38687915,1.0000006,0.25851196,0.1531699
0.5898103,0.086430386,0.29394805,0.5696993,0.46647727,0.5531561,0.5169367,0.25851196,1.0000005,0.18394375
0.33013332,0.37911993,0.35823953,0.18319353,0.18997397,0.1657565,0.17779651,0.15316992,0.18394375,1.0000002
