0,1,2,3,4,5,6,7
0.99999976,0.15697433,0.57249737,0.4296124,0.03485737,0.51753616,0.36607838,0.04139867
0.15697433,1.0000002,0.16510081,0.068282515,-0.024227545,0.12431649,0.04556519,0.17938831
0.57249737,0.16510081,1.0000002,0.6202127,0.030745288,0.49398085,0.36725688,0.038202144
0.4296124,0.068282515,0.6202127,1.0,0.023882765,0.4210698,0.4289899,0.055613264
0.03485737,-0.024227545,0.030745288,0.023882765,0.9999999,0.0033282563,-0.0281032,-0.05200725
0.51753616,0.12431649,0.49398085,0.4210698,0.0033282563,1.0000002,0.3543211,0.057385124
0.36607838,0.04556519,0.36725688,0.4289899,-0.0281032,0.3543211,0.9999996,0.20135576
0.04139867,0.17938831,0.038202144,0.055613264,-0.05200725,0.057385124,0.20135576,0.99999994
