0,1,2,3,4,5,6,7,8,9
0.9999997,0.10288391,0.1721393,0.18207483,0.18988205,0.48185247,0.1967242,0.5217198,0.5471743,0.07713953
0.10288391,1.0000002,0.13231929,0.087871455,-0.010965014,0.082645245,0.025094606,0.09441453,0.19300818,0.14819287
0.1721393,0.13231929,0.99999976,0.2392951,0.42224926,0.064214446,0.28969014,0.17571014,0.15093294,0.18758765
0.18207483,0.087871455,0.2392951,1.0000002,0.18576251,0.14945304,0.48967996,0.4215907,0.25198013,0.19972062
0.18988205,-0.010965014,0.42224926,0.18576251,0.99999946,0.11562495,0.4182774,0.1480216,0.1346182,-0.00019997451
0.48185247,0.082645245,0.064214446,0.14945304,0.11562495,1.0000001,0.22907765,0.34265676,0.55255824,0.031108128
0.1967242,0.025094606,0.28969014,0.48967996,0.4182774,0.22907765,1.0000001,0.3365422,0.2834677,0.20755938
0.5217198,0.09441453,0.17571014,0.4215907,0.1480216,0.34265676,0.3365422,1.0000002,0.5115919,0.15845558
0.54717433,0.1930082,0.15093294,0.25198013,0.13461821,0.5525582,0.2834677,0.5115919,0.9999999,0.17027596
0.07713952,0.14819288,0.18758765,0.1997206,-0.00019998476,0.031108107,0.20755935,0.15845561,0.17027596,0.9999999
