0,1,2,3,4,5,6,7,8,9
0.99999964,0.0727214,0.08942048,0.14299196,0.09384645,0.052289695,0.429909,0.19558766,0.2674784,0.25483087
0.0727214,1.0,0.16503091,0.56315696,0.52597034,0.22271854,0.040877856,0.13450074,0.3549745,0.104112625
0.08942048,0.16503091,0.9999995,0.2868973,0.027148938,-0.0025927573,0.057840392,0.16166832,0.08743459,0.1061417
0.14299196,0.56315696,0.2868973,1.0,0.49002418,0.19100878,0.09554343,0.17489928,0.17664587,0.16387859
0.09384645,0.52597034,0.027148938,0.49002418,0.99999964,0.18819048,-0.042053543,0.08752133,0.30905026,0.057089765
0.052289695,0.22271854,-0.0025927573,0.19100878,0.18819048,1.0,0.07831119,0.046404764,0.09955613,0.062108867
0.429909,0.040877856,0.057840392,0.09554343,-0.042053543,0.07831119,0.99999994,0.15723847,0.09069435,0.13384166
0.19558766,0.13450074,0.16166832,0.17489928,0.08752133,0.046404764,0.15723847,0.99999994,0.23404756,0.051941827
0.26747844,0.3549745,0.08743459,0.17664587,0.30905032,0.09955613,0.09069435,0.23404758,1.0000001,0.009629399
0.2548309,0.1041126,0.1061417,0.16387859,0.057089776,0.062108867,0.13384166,0.05194182,0.009629399,1.0000002
