0,1,2,3,4,5,6,7,8,9,10
1.0,0.18808785,0.26667815,0.42018816,0.2862037,0.15929075,0.20052814,0.057378903,0.22278175,0.30631047,0.25947857
0.18808785,1.0000001,0.24472052,0.13204113,0.07531658,0.0731888,-0.0025614314,0.14784525,0.15923043,0.12811379,0.17593434
0.26667815,0.24472052,0.9999997,0.12651657,0.01106393,0.08622095,0.030201249,0.115550295,0.1660119,0.110957384,0.1061919
0.42018816,0.13204113,0.12651657,1.0,0.35161138,0.14462848,0.27411348,0.21648633,0.16429678,0.4984079,0.3394568
0.2862037,0.07531658,0.01106393,0.35161138,1.0000002,0.013683718,0.21823432,0.07979461,0.10414435,0.24756506,0.2814983
0.15929075,0.0731888,0.08622095,0.14462848,0.013683718,0.99999994,0.048467863,0.12057569,0.17828307,0.06804613,0.054522578
0.20052814,-0.0025614314,0.030201249,0.27411348,0.21823432,0.048467863,0.99999946,0.24914472,0.15596755,0.055830568,0.048207406
0.057378903,0.14784525,0.115550295,0.21648633,0.07979461,0.12057569,0.24914472,1.0000004,0.1868025,0.093842804,0.030037805
0.22278176,0.15923043,0.16601191,0.16429678,0.104144365,0.17828307,0.15596756,0.18680252,0.99999976,0.19986425,0.214757
0.30631045,0.12811378,0.110957384,0.4984079,0.24756506,0.06804613,0.055830583,0.093842804,0.19986425,1.0000002,0.66087186
0.25947857,0.17593436,0.10619188,0.33945683,0.28149828,0.05452255,0.048207395,0.03003781,0.214757,0.66087186,0.9999997
