0,1,2,3,4,5,6,7,8,9
1.0000002,0.067495696,0.67345953,0.28192905,0.04987758,0.08816342,0.30269223,0.7680713,0.13337174,0.44032657
0.067495696,0.9999999,0.025698952,0.099579364,0.12236026,0.17095406,0.0032645185,0.06965734,0.16128324,0.060522594
0.67345953,0.025698952,1.0000001,0.2469979,0.070664726,0.048882812,0.21599956,0.72297573,0.020636365,0.17566827
0.28192905,0.099579364,0.2469979,1.0000004,0.2691428,0.19825113,0.14998862,0.22889906,0.16342832,0.1411449
0.04987758,0.12236026,0.070664726,0.2691428,1.0000001,0.5425688,0.047956448,0.12521303,0.055503473,-0.022680193
0.08816342,0.17095406,0.048882812,0.19825113,0.5425688,1.0,0.122614115,0.14074844,0.16004384,0.116691604
0.30269223,0.0032645185,0.21599956,0.14998862,0.047956448,0.122614115,1.0000001,0.30687296,0.086106114,0.2400833
0.7680713,0.06965734,0.72297573,0.22889906,0.12521303,0.14074844,0.30687296,1.0000005,0.061001375,0.21462794
0.1333717,0.16128324,0.020636369,0.1634283,0.055503476,0.16004384,0.08610612,0.061001375,1.0000002,0.03340406
0.44032654,0.060522594,0.17566824,0.14114492,-0.022680195,0.11669158,0.24008329,0.21462794,0.03340406,0.9999999
