0,1,2,3,4,5,6
0.99999976,0.30602804,0.50463474,0.22066694,0.26463383,0.27680045,0.29887092
0.30602804,1.0,0.49597347,-0.040552422,0.5412017,0.2558282,0.25171295
0.50463474,0.49597347,1.0000001,0.24281862,0.2791462,0.1948638,0.2157338
0.22066694,-0.040552422,0.24281862,0.9999998,-0.055154245,0.058602326,0.08234188
0.26463377,0.5412017,0.27914622,-0.055154238,1.0000002,0.466933,0.35492414
0.27680045,0.25582817,0.19486381,0.05860233,0.466933,0.9999998,0.17090178
0.29887092,0.25171298,0.2157338,0.08234188,0.35492414,0.17090178,0.9999999
