0,1,2,3,4,5,6,7,8,9,10
1.0000004,0.70109206,0.71966684,0.16987671,0.20642899,0.122439556,0.25587612,0.48294342,0.34515947,0.37302303,0.38865057
0.70109206,1.0000001,0.6641465,0.26494926,0.20458528,0.1496189,0.19488072,0.38799876,0.3411042,0.30373958,0.43298957
0.71966684,0.6641465,0.99999976,0.20648777,0.21195601,0.1752615,0.27996266,0.4045599,0.33696395,0.37473464,0.66442233
0.16987671,0.26494926,0.20648777,1.0,0.48770094,0.07869258,0.10593965,0.15329891,0.2593292,0.19140397,0.113089755
0.20642899,0.20458528,0.21195601,0.48770094,1.0000002,0.032559052,0.116784655,0.12780833,0.20533378,0.24669337,0.20066658
0.122439556,0.1496189,0.1752615,0.07869258,0.032559052,1.0000002,0.1268342,0.09086965,0.13549659,0.10795527,0.15994358
0.25587612,0.19488072,0.27996266,0.10593965,0.116784655,0.1268342,1.0000005,0.19987679,0.22194447,0.16222307,0.15876484
0.48294342,0.38799876,0.4045599,0.15329891,0.12780833,0.09086965,0.19987679,1.0,0.39747894,0.5411564,0.3948464
0.34515944,0.34110427,0.33696395,0.2593292,0.20533381,0.1354966,0.22194448,0.39747894,1.0000005,0.59227264,0.28518343
0.37302303,0.3037396,0.37473467,0.19140399,0.24669331,0.10795529,0.16222307,0.5411564,0.59227264,1.0000006,0.3223096
0.38865054,0.4329896,0.6644223,0.11308976,0.20066658,0.15994357,0.15876485,0.39484635,0.28518343,0.3223096,0.9999999
