0,1,2,3,4,5,6
1.0000001,0.03346297,0.24249779,-0.003986449,0.63918585,0.11565122,0.42197096
0.03346297,0.9999999,0.3223032,0.27168876,0.0006543277,-0.01400079,-0.043457106
0.24249779,0.3223032,1.0000007,0.34163737,0.09575753,-0.03537602,0.102685496
-0.003986449,0.27168876,0.34163737,1.0,-0.059649337,-0.097630695,-0.020158187
0.6391859,0.00065433886,0.095757514,-0.059649333,1.0000005,0.11653045,0.5876571
0.11565122,-0.014000791,-0.035375997,-0.097630695,0.11653045,1.0000002,0.05529265
0.42197096,-0.04345711,0.102685496,-0.020158183,0.5876571,0.05529265,0.99999976
