0,1,2,3,4,5,6,7,8,9
0.9999999,0.38467783,0.49271727,0.37557644,0.08511976,0.15616533,0.24631636,0.33221504,0.4612149,0.3083167
0.38467783,0.9999999,0.19714017,0.20597225,0.123671256,0.2044275,0.14428978,0.3310138,0.34651938,0.42804593
0.49271727,0.19714017,1.0,0.30904728,-0.045695227,0.1178404,0.012480196,0.2236633,0.29416406,0.17748821
0.37557644,0.20597225,0.30904728,1.0,0.2240676,0.45732754,0.18317205,0.28627974,0.31176308,0.21229339
0.08511976,0.123671256,-0.045695227,0.2240676,0.9999998,0.1796569,0.20589304,0.20729809,0.15681551,0.14444417
0.15616533,0.2044275,0.1178404,0.45732754,0.1796569,0.99999994,0.14202312,0.20258418,0.2666074,0.15640947
0.24631636,0.14428978,0.012480196,0.18317205,0.20589304,0.14202312,1.0000001,0.12950425,0.24104059,0.19799015
0.33221504,0.3310138,0.2236633,0.28627974,0.20729809,0.20258418,0.12950425,1.0000004,0.4889747,0.34769762
0.4612148,0.34651938,0.29416406,0.3117631,0.1568155,0.26660737,0.24104059,0.48897463,1.0000002,0.304713
0.3083167,0.428046,0.17748821,0.21229334,0.14444415,0.15640947,0.19799015,0.34769762,0.304713,0.9999998
