0,1,2,3,4,5,6,7,8,9,10,11
0.99999976,0.7561291,0.6419451,0.19380783,0.14643578,0.028629512,0.14621128,0.4302836,0.37033105,0.3962587,0.43284965,0.33930665
0.7561291,1.0000002,0.5845859,0.19142604,0.10002273,-0.03261792,0.17211229,0.40875423,0.34651154,0.34171444,0.38771254,0.304158
0.6419451,0.5845859,1.0000001,0.35490125,0.22448054,-0.0066716326,0.3209272,0.31171083,0.40907335,0.33060166,0.3251037,0.2922977
0.19380783,0.19142604,0.35490125,1.0000002,0.6934316,0.08822864,0.5501175,0.27374694,0.30251092,0.37932754,0.2418933,0.32905722
0.14643578,0.10002273,0.22448054,0.6934316,1.0,0.1899192,0.6547525,0.20930149,0.26620924,0.2777657,0.1718532,0.23841015
0.028629512,-0.03261792,-0.0066716326,0.08822864,0.1899192,1.0,0.11593082,0.093567535,0.053036567,0.13307895,0.05611094,0.07846115
0.14621128,0.17211229,0.3209272,0.5501175,0.6547525,0.11593082,1.0000004,0.20814183,0.275514,0.263766,0.17104313,0.24531162
0.4302836,0.40875423,0.31171083,0.27374694,0.20930149,0.093567535,0.20814183,0.99999964,0.7727399,0.8487544,0.85094285,0.8388938
0.37033105,0.34651154,0.40907335,0.30251092,0.26620924,0.053036567,0.275514,0.7727399,1.0000001,0.7640835,0.7831548,0.6955621
0.3962587,0.34171444,0.33060166,0.37932754,0.2777657,0.13307895,0.263766,0.8487544,0.7640835,1.0000005,0.84577215,0.86957693
0.43284965,0.38771254,0.3251037,0.2418933,0.1718532,0.05611094,0.17104313,0.85094285,0.7831548,0.84577215,1.0,0.77438504
0.33930665,0.304158,0.2922977,0.32905722,0.23841015,0.07846115,0.24531162,0.8388938,0.6955621,0.86957693,0.77438504,1.0
