0,1,2,3,4,5,6,7,8,9
1.0,0.43254983,0.82671857,0.13192317,0.56748897,0.083141364,0.5374763,0.5078011,0.81956834,0.6831641
0.43254983,1.0,0.39840227,0.114216,0.22049215,0.08402518,0.3325091,0.28526646,0.40132934,0.2868013
0.82671857,0.39840227,1.0,0.16960236,0.5110258,0.111667834,0.51063436,0.47781828,0.7571428,0.63598347
0.13192317,0.114216,0.16960236,1.0000002,0.37953892,0.49579656,0.11473509,0.13292578,0.121991284,0.07294203
0.56748897,0.22049215,0.5110258,0.37953892,1.0,0.4727245,0.44724923,0.42370343,0.54158044,0.45153892
0.083141364,0.08402518,0.111667834,0.49579656,0.4727245,1.0000005,0.13127227,0.15344697,0.09036702,0.073348716
0.5374763,0.3325091,0.51063436,0.11473509,0.44724923,0.13127227,0.9999996,0.94507694,0.61953396,0.45871124
0.5078011,0.28526646,0.47781828,0.13292578,0.42370343,0.15344697,0.94507694,1.0000002,0.55292785,0.4081175
0.8195684,0.4013293,0.7571427,0.12199129,0.54158044,0.090367064,0.619534,0.55292773,1.0000001,0.7221359
0.6831641,0.2868013,0.63598335,0.07294203,0.45153892,0.07334873,0.4587113,0.4081175,0.7221359,1.0
