0,1,2,3,4,5,6,7,8
1.0000001,0.80783,0.29233912,0.20641916,0.4009044,0.4277946,0.43857574,0.31437016,0.27650398
0.80783,0.9999999,0.2422161,0.22048946,0.32371467,0.2832558,0.3196528,0.25498253,0.29531825
0.29233912,0.2422161,1.0,0.014042784,0.1033389,0.37333566,0.36467957,0.3071996,0.3035153
0.20641916,0.22048946,0.014042784,1.0,0.7893568,0.10423934,0.13732673,0.13259956,0.108245
0.4009044,0.32371467,0.1033389,0.7893568,1.0,0.40293247,0.28570426,0.21907364,0.1447599
0.4277946,0.2832558,0.37333566,0.10423934,0.40293247,1.0000002,0.67691517,0.5539353,0.5051744
0.43857574,0.3196528,0.36467957,0.13732673,0.28570426,0.67691517,1.0000004,0.5380162,0.53324413
0.31437016,0.25498253,0.3071996,0.13259956,0.21907364,0.5539353,0.5380162,1.0,0.7891426
0.27650398,0.2953183,0.3035153,0.108245015,0.1447599,0.5051744,0.53324413,0.7891425,0.99999976
