0,1,2,3,4,5,6,7,8,9
1.0000001,0.5625472,0.64048684,0.38037375,0.5561027,0.32396135,0.239635,0.36340463,0.15293325,0.5944798
0.5625472,1.0000004,0.40779778,0.27232134,0.423215,0.112746045,0.08126807,0.20648274,0.13667484,0.32169554
0.64048684,0.40779778,1.0,0.45400602,0.60224354,0.4364577,0.3207083,0.34006795,0.16463612,0.47063267
0.38037375,0.27232134,0.45400602,1.0000002,0.6852086,0.6236685,0.5532506,0.2650143,0.5242769,0.26442862
0.5561027,0.423215,0.60224354,0.6852086,0.9999999,0.68847823,0.6875561,0.2961357,0.5043001,0.5388702
0.32396135,0.112746045,0.4364577,0.6236685,0.68847823,0.9999995,0.7469976,0.4662528,0.65053815,0.37248108
0.239635,0.08126807,0.3207083,0.5532506,0.6875561,0.7469976,0.99999976,0.4085044,0.60295373,0.33274218
0.36340463,0.20648274,0.34006795,0.2650143,0.2961357,0.4662528,0.4085044,1.0000002,0.31335464,0.38941082
0.15293325,0.13667482,0.16463614,0.5242769,0.5043002,0.6505382,0.60295373,0.31335464,0.9999998,0.18408902
0.5944799,0.32169557,0.47063264,0.26442862,0.53887016,0.37248105,0.33274215,0.38941085,0.18408902,1.0
