0,1,2,3,4,5,6,7,8,9,10
1.0000002,0.7825461,0.67692304,0.37425113,0.45593995,0.31707233,0.40591466,0.2696643,0.42484838,0.11757154,0.13574088
0.7825461,0.99999976,0.43935585,0.29675186,0.40635273,0.2114629,0.44197315,0.37817946,0.4073034,0.05195906,0.045957316
0.67692304,0.43935585,1.0000002,0.41888127,0.49307412,0.3026399,0.4125701,0.21869448,0.3584332,0.09245929,0.113366194
0.37425113,0.29675186,0.41888127,1.0,0.8379478,0.56089807,0.34557837,0.25062585,0.3309009,0.08922609,0.09086439
0.45593995,0.40635273,0.49307412,0.8379478,1.0000002,0.5048999,0.45527464,0.3367362,0.47409502,0.1478335,0.08235031
0.31707233,0.2114629,0.3026399,0.56089807,0.5048999,1.0,0.3280294,0.21257657,0.25124517,0.009979327,0.06684274
0.40591466,0.44197315,0.4125701,0.34557837,0.45527464,0.3280294,1.0000002,0.65475094,0.75772345,0.11890131,0.0806597
0.2696643,0.37817946,0.21869448,0.25062585,0.3367362,0.21257657,0.65475094,0.9999995,0.6607446,0.08128047,0.03839114
0.42484832,0.40730345,0.3584332,0.33090088,0.47409508,0.25124517,0.7577235,0.66074467,1.0,0.22856143,0.07921099
0.11757152,0.051959068,0.092459306,0.08922609,0.14783348,0.009979326,0.1189013,0.08128046,0.22856143,0.99999976,0.6532979
0.13574088,0.045957312,0.11336617,0.090864375,0.08235031,0.06684274,0.0806597,0.03839113,0.07921099,0.6532979,0.99999994
