0,1,2,3,4,5,6,7,8,9,10,11
1.0000002,0.72474504,0.111750275,0.16051267,0.068891674,0.28736877,0.34442082,0.49349862,0.16697752,0.33862755,0.10699845,0.40116432
0.72474504,1.0000002,0.18452127,0.23825166,0.071185544,0.5768206,0.3561914,0.37003794,0.12247777,0.31704742,0.28492087,0.46517783
0.111750275,0.18452127,1.0000004,0.26776433,0.2891895,0.12707624,0.1990107,0.15354928,0.27722856,0.146432,0.21356523,0.24033561
0.16051267,0.23825166,0.26776433,1.0000001,0.21496902,0.1999287,0.47766304,0.14362486,0.17460796,0.15342459,0.14102975,0.22293259
0.068891674,0.071185544,0.2891895,0.21496902,1.0,0.13193926,0.11217429,0.064635485,0.08789381,0.03780325,0.0035913363,0.0008221641
0.28736877,0.5768206,0.12707624,0.1999287,0.13193926,1.0000002,0.44159967,0.4428705,0.1892718,0.29711574,0.37704435,0.39354372
0.34442082,0.3561914,0.1990107,0.47766304,0.11217429,0.44159967,1.0000002,0.68484616,0.43702352,0.5574274,0.23867995,0.39326906
0.49349862,0.37003794,0.15354928,0.14362486,0.064635485,0.4428705,0.68484616,1.0000005,0.4408944,0.59700584,0.2474696,0.4852114
0.16697752,0.12247777,0.27722856,0.17460796,0.08789381,0.1892718,0.43702352,0.4408944,1.0,0.61850876,0.41017973,0.4014692
0.33862755,0.31704742,0.146432,0.15342459,0.03780325,0.29711574,0.5574274,0.59700584,0.61850876,1.0,0.5036189,0.44348073
0.10699845,0.28492087,0.21356523,0.14102975,0.0035913363,0.37704435,0.23867995,0.2474696,0.41017973,0.5036189,1.0,0.5786462
0.40116432,0.46517783,0.24033561,0.22293259,0.0008221641,0.39354372,0.39326906,0.4852114,0.4014692,0.44348073,0.5786462,1.0000005
