0,1,2,3,4,5,6,7,8,9
1.0000002,0.8226183,0.20275706,0.85388017,0.58745533,0.50464725,0.35993025,0.21499842,0.2705929,0.22659114
0.8226183,1.0,0.18746051,0.74860084,0.47121027,0.47083315,0.28266087,0.20434186,0.32920545,0.2632894
0.20275706,0.18746051,0.99999976,0.097601205,0.09321971,0.08736484,0.16909185,0.014689496,-0.050527208,-0.02529136
0.85388017,0.74860084,0.097601205,1.0000004,0.79912555,0.5379993,0.35561794,0.2215394,0.316653,0.26723033
0.58745533,0.47121027,0.09321971,0.79912555,0.99999994,0.33918363,0.25578302,0.26346517,0.27222303,0.25445896
0.50464725,0.47083315,0.08736484,0.5379993,0.33918363,0.99999976,0.6334045,0.2561668,0.40304646,0.3825907
0.35993025,0.28266087,0.16909185,0.35561794,0.25578302,0.6334045,1.0000002,0.5723632,0.59055066,0.56140244
0.21499842,0.20434186,0.014689496,0.2215394,0.26346517,0.2561668,0.5723632,0.99999994,0.79941,0.7164382
0.27059293,0.32920545,-0.050527185,0.316653,0.27222306,0.40304646,0.59055066,0.79941005,0.9999999,0.6964693
0.22659117,0.26328945,-0.025291368,0.26723033,0.25445896,0.38259074,0.56140244,0.7164382,0.6964693,1.0000002
