0,1,2,3,4,5,6,7,8,9,10
0.99999994,0.843753,0.826013,0.8083956,0.7592819,0.4035566,0.37514597,0.58641416,0.7103355,0.51202667,0.44142145
0.843753,1.0,0.78235066,0.73608035,0.7573129,0.47688442,0.4868543,0.56277275,0.706886,0.5785024,0.36703712
0.826013,0.78235066,1.0000004,0.82147497,0.7862886,0.41275832,0.4475713,0.57727176,0.70753884,0.44373676,0.36319318
0.8083956,0.73608035,0.82147497,0.9999994,0.7660177,0.39930075,0.42090818,0.5535173,0.6786854,0.42637748,0.35777918
0.7592819,0.7573129,0.7862886,0.7660177,1.0000004,0.37487924,0.6145246,0.5311482,0.7079648,0.46384877,0.3301974
0.4035566,0.47688442,0.41275832,0.39930075,0.37487924,1.0000002,0.3297896,0.41129255,0.5850853,0.27030516,0.23668236
0.37514597,0.4868543,0.4475713,0.42090818,0.6145246,0.3297896,0.99999976,0.39773843,0.39967155,0.3609386,0.22638027
0.58641416,0.56277275,0.57727176,0.5535173,0.5311482,0.41129255,0.39773843,1.0000002,0.46870428,0.32660747,0.27199155
0.7103355,0.70688605,0.70753884,0.6786855,0.7079647,0.58508533,0.39967155,0.46870428,1.0000002,0.44436616,0.39097738
0.51202667,0.5785023,0.4437368,0.42637748,0.46384877,0.27030516,0.36093864,0.32660747,0.44436616,1.0000002,0.8306463
0.44142145,0.36703706,0.36319315,0.35777915,0.33019742,0.23668236,0.22638024,0.27199152,0.39097738,0.8306463,1.0000001
