0,1,2,3,4,5,6,7,8,9
1.0,0.88485026,0.66745377,0.746559,0.85913956,0.36971837,0.31831536,0.21424755,0.6522895,0.28042436
0.88485026,0.9999996,0.68951666,0.74936867,0.7974932,0.27457467,0.32557204,0.21125792,0.6035173,0.20439073
0.66745377,0.68951666,0.9999996,0.70693326,0.73072326,0.15521343,0.34625188,0.3376087,0.59231615,0.13991284
0.746559,0.74936867,0.70693326,0.9999996,0.7795418,0.30401397,0.29664868,0.16177756,0.66566384,0.26071426
0.85913956,0.7974932,0.73072326,0.7795418,0.9999995,0.37807477,0.3063544,0.25759223,0.6440084,0.20286503
0.36971837,0.27457467,0.15521343,0.30401397,0.37807477,0.9999998,0.0711844,0.01652747,0.26939514,0.32263938
0.31831536,0.32557204,0.34625188,0.29664868,0.3063544,0.0711844,1.0000002,0.7989198,0.36985216,0.121847436
0.21424755,0.21125792,0.3376087,0.16177756,0.25759223,0.01652747,0.7989198,1.0,0.22249672,0.07663579
0.6522895,0.6035174,0.59231627,0.6656637,0.6440084,0.2693951,0.36985213,0.22249672,1.0000005,0.28048658
0.28042436,0.20439073,0.13991283,0.26071423,0.202865,0.32263938,0.121847436,0.07663581,0.28048658,1.0000002
