0,1,2,3,4,5,6,7,8,9
0.99999994,0.8759787,0.6319961,0.74111855,0.6170032,0.49565268,0.6149032,0.69727826,0.6618524,0.08755073
0.8759787,1.0000002,0.6376674,0.7317511,0.62505925,0.5767666,0.621777,0.7735983,0.67716086,0.03985666
0.6319961,0.6376674,1.0000001,0.6072445,0.6315093,0.54593116,0.5462728,0.5294605,0.5973661,0.21908295
0.74111855,0.7317511,0.6072445,0.9999998,0.5792229,0.5389664,0.6014626,0.6885876,0.59509945,0.03758973
0.6170032,0.62505925,0.6315093,0.5792229,1.0,0.62993413,0.5825349,0.5952606,0.60777295,0.08103767
0.49565268,0.5767666,0.54593116,0.5389664,0.62993413,1.0,0.48066232,0.61147416,0.5142652,-0.04204481
0.6149032,0.621777,0.5462728,0.6014626,0.5825349,0.48066232,0.99999964,0.61755216,0.62692136,0.059068732
0.69727826,0.7735983,0.5294605,0.6885876,0.5952606,0.61147416,0.61755216,0.9999993,0.69708306,0.020485878
0.6618525,0.67716074,0.5973661,0.5950995,0.60777295,0.5142651,0.62692136,0.69708294,0.99999976,0.11073536
0.08755073,0.039856635,0.21908295,0.03758972,0.081037685,-0.04204481,0.059068732,0.02048587,0.11073536,1.0
