0,1,2,3,4,5,6,7,8,9
1.0,0.7806996,0.3399971,0.7678865,0.77553606,0.7450725,0.38697916,0.7415558,0.24163401,0.8716523
0.7806996,1.0000002,0.166562,0.75033784,0.70679945,0.69446105,0.22438158,0.6564543,0.22070993,0.75357306
0.3399971,0.166562,0.9999997,0.13039301,0.21476671,0.15084663,0.26712167,0.13374408,0.08953358,0.22341117
0.7678865,0.75033784,0.13039301,0.99999994,0.7072031,0.72627515,0.19709194,0.64930147,0.18479648,0.7688236
0.77553606,0.70679945,0.21476671,0.7072031,1.0000002,0.68880296,0.28122342,0.6802453,0.23296955,0.767414
0.7450725,0.69446105,0.15084663,0.72627515,0.68880296,1.0000001,0.22403893,0.6576724,0.25515872,0.74135053
0.38697916,0.22438158,0.26712167,0.19709194,0.28122342,0.22403893,1.0,0.2650828,0.5203202,0.26198608
0.7415558,0.6564543,0.13374408,0.64930147,0.6802453,0.6576724,0.2650828,0.9999996,0.34086442,0.7586175
0.24163401,0.22070995,0.08953358,0.18479651,0.23296955,0.25515866,0.5203202,0.34086448,0.99999976,0.27121997
0.87165236,0.75357306,0.22341116,0.7688236,0.767414,0.74135053,0.26198608,0.7586174,0.27121997,1.0000001
