0,1,2,3,4,5,6,7,8,9,10
0.9999999,0.78491306,0.81839037,0.7895013,0.7617656,0.61239153,0.65590847,0.68822813,0.7888757,0.66642237,0.68302214
0.78491306,1.0000001,0.7305907,0.70997494,0.67783725,0.5855087,0.719235,0.6516874,0.6495219,0.5766867,0.56034255
0.81839037,0.7305907,0.9999996,0.6590469,0.6732905,0.54374385,0.6213731,0.6809593,0.63710356,0.5603194,0.5528352
0.7895013,0.70997494,0.6590469,1.0,0.7065419,0.6294245,0.73707485,0.7496977,0.77045786,0.6171596,0.6366788
0.7617656,0.67783725,0.6732905,0.7065419,0.9999999,0.64006466,0.622298,0.7171945,0.69139624,0.64269286,0.58896756
0.61239153,0.5855087,0.54374385,0.6294245,0.64006466,0.99999976,0.6516264,0.6207286,0.72043675,0.69374394,0.6172013
0.65590847,0.719235,0.6213731,0.73707485,0.622298,0.6516264,0.9999998,0.7146049,0.5966072,0.5802932,0.5407568
0.68822813,0.6516874,0.6809593,0.7496977,0.7171945,0.6207286,0.7146049,0.9999998,0.64382946,0.564878,0.5270581
0.7888757,0.6495218,0.6371036,0.770458,0.6913961,0.7204367,0.5966073,0.64382946,0.99999994,0.7923206,0.8518077
0.66642237,0.57668674,0.5603194,0.6171597,0.6426928,0.69374394,0.5802931,0.5648779,0.7923206,1.0,0.77285624
0.6830222,0.5603426,0.5528352,0.6366788,0.58896744,0.6172013,0.5407569,0.5270581,0.8518077,0.77285624,1.0000002
