0,1,2,3,4,5,6,7,8,9,10
0.99999994,0.9397776,0.9009659,0.2415224,0.7749785,0.9396821,0.3811443,0.5793397,0.41208756,0.68959,0.6992618
0.9397776,1.0000001,0.86169225,0.2449495,0.77027833,0.90345603,0.4136774,0.5807117,0.45688996,0.6298226,0.68658805
0.9009659,0.86169225,1.0000004,0.2851108,0.7253652,0.8909011,0.37686837,0.5844335,0.42757785,0.6397641,0.69289047
0.2415224,0.2449495,0.2851108,1.0,0.25570297,0.1810001,0.05887135,0.17903164,0.25825512,0.2126944,0.2030609
0.7749785,0.77027833,0.7253652,0.25570297,1.0,0.7431771,0.29679805,0.5271559,0.38067836,0.54686356,0.5945978
0.9396821,0.90345603,0.8909011,0.1810001,0.7431771,0.9999998,0.41006643,0.6121918,0.45467636,0.6580951,0.72869444
0.3811443,0.4136774,0.37686837,0.05887135,0.29679805,0.41006643,1.0000002,0.3001593,0.54192245,0.1986269,0.25762588
0.5793397,0.5807117,0.5844335,0.17903164,0.5271559,0.6121918,0.3001593,0.9999999,0.67152953,0.5388194,0.5565763
0.4120876,0.45688993,0.42757785,0.25825512,0.38067845,0.4546764,0.54192245,0.67152953,1.0000002,0.2713234,0.30227697
0.68958986,0.6298225,0.63976395,0.21269438,0.54686356,0.658095,0.19862692,0.5388193,0.2713234,0.99999976,0.7810024
0.6992618,0.6865879,0.6928904,0.2030609,0.59459776,0.7286945,0.25762588,0.5565763,0.30227697,0.7810024,0.9999999
