0,1,2,3,4,5,6
0.99999976,0.45965722,0.69763076,0.22066694,0.4201973,0.27680045,0.32282072
0.45965722,0.9999999,0.65623784,0.0002966635,0.5695568,0.25253737,0.22040783
0.69763076,0.65623784,1.0000006,0.2160401,0.3180677,0.16371056,0.21393952
0.22066694,0.0002966635,0.2160401,0.9999998,0.0131624695,0.058602326,0.11315974
0.42019728,0.5695569,0.3180677,0.013162474,0.99999964,0.48667556,0.26723927
0.27680045,0.25253737,0.16371056,0.05860233,0.48667556,0.9999998,0.16435996
0.32282066,0.22040783,0.2139395,0.113159746,0.26723927,0.16435996,0.99999994
