0,1,2,3,4,5,6,7,8,9
1.0000002,0.82594526,0.8179797,0.7941791,0.7132783,0.19286746,0.554685,0.6585395,0.27138698,0.5575388
0.82594526,1.0,0.8306981,0.8264616,0.69043493,0.24955487,0.59200215,0.70364356,0.4086215,0.58309627
0.8179797,0.8306981,1.0,0.86076045,0.62190914,0.2154963,0.520211,0.661131,0.4453637,0.49895608
0.7941791,0.8264616,0.86076045,0.9999997,0.66450304,0.23280174,0.6032542,0.64592665,0.34979132,0.5152051
0.7132783,0.69043493,0.62190914,0.66450304,1.0,0.17869994,0.49273533,0.5266873,0.18804115,0.5764706
0.19286746,0.24955487,0.2154963,0.23280174,0.17869994,0.9999999,0.20452586,0.2666169,0.25369382,0.12982348
0.554685,0.59200215,0.520211,0.6032542,0.49273533,0.20452586,1.0000004,0.5816338,0.1563852,0.5179895
0.6585395,0.70364356,0.661131,0.64592665,0.5266873,0.2666169,0.5816338,0.99999964,0.30552006,0.4747424
0.27138698,0.4086215,0.44536364,0.34979132,0.18804115,0.25369382,0.15638521,0.30552006,0.9999999,0.1694591
0.55753887,0.5830963,0.4989561,0.515205,0.5764706,0.12982352,0.5179894,0.4747424,0.1694591,1.0
