0,1,2,3,4,5,6,7,8,9
1.0000002,0.36937994,0.59560055,0.17997742,0.36073753,0.38002968,0.4585716,0.36203358,0.41957003,0.41246194
0.36937994,1.0000001,0.5348503,0.18351233,0.2145876,0.16010466,0.3646922,0.25131875,0.27366346,0.23731597
0.59560055,0.5348503,1.0000002,0.22149329,0.390535,0.1944679,0.5139165,0.50091016,0.48043552,0.48022392
0.17997742,0.18351233,0.22149329,1.0000002,0.32977867,0.16645814,0.19198564,0.20871493,0.20590684,0.16485384
0.36073753,0.2145876,0.390535,0.32977867,1.0000004,0.6550919,0.2468484,0.3176058,0.28788945,0.28686434
0.38002968,0.16010466,0.1944679,0.16645814,0.6550919,0.9999999,0.15637249,0.19962098,0.17413834,0.17924835
0.4585716,0.3646922,0.5139165,0.19198564,0.2468484,0.15637249,0.9999999,0.84554005,0.91160583,0.8021503
0.36203358,0.25131875,0.50091016,0.20871493,0.3176058,0.19962098,0.84554005,0.99999964,0.872865,0.7737698
0.41957003,0.27366346,0.4804355,0.20590685,0.28788945,0.17413837,0.91160583,0.87286496,0.9999999,0.7500724
0.4124619,0.23731597,0.48022392,0.16485384,0.2868644,0.17924832,0.80215037,0.77376986,0.7500724,1.0000004
