0,1,2,3,4,5,6,7,8,9,10
1.0,0.18808785,0.26667815,0.40946007,0.2862037,0.15929075,0.20810762,0.057378903,0.22278175,0.29794627,0.25947857
0.18808785,1.0000001,0.24472052,0.15878561,0.07531658,0.0731888,0.014430163,0.14784525,0.15923043,0.11896906,0.17593434
0.26667815,0.24472052,0.9999997,0.5491823,0.01106393,0.08622095,0.36236638,0.115550295,0.1660119,0.113258295,0.1061919
0.40946007,0.15878561,0.5491823,0.9999997,0.30525154,0.14892659,0.39134693,0.15242314,0.11808162,0.36565682,0.2924744
0.2862037,0.07531658,0.01106393,0.30525154,1.0000002,0.013683718,0.18354155,0.07979461,0.10414435,0.24364698,0.2814983
0.15929075,0.0731888,0.08622095,0.14892659,0.013683718,0.99999994,0.06638597,0.12057569,0.17828307,0.07515592,0.054522578
0.20810762,0.014430163,0.36236638,0.39134693,0.18354155,0.06638597,1.0000001,0.21545745,0.16491105,0.029527355,0.07897769
0.057378903,0.14784525,0.115550295,0.15242314,0.07979461,0.12057569,0.21545745,1.0000004,0.1868025,0.09363212,0.030037805
0.22278176,0.15923043,0.16601191,0.11808165,0.104144365,0.17828307,0.16491105,0.18680252,0.99999976,0.199525,0.214757
0.29794627,0.11896906,0.11325829,0.36565685,0.24364701,0.07515592,0.02952737,0.093632124,0.199525,0.99999976,0.6608907
0.25947857,0.17593436,0.10619188,0.29247445,0.28149828,0.05452255,0.07897769,0.03003781,0.214757,0.6608907,0.9999997
