0,1,2,3,4,5,6,7,8,9,10
1.0000002,0.31768566,0.55030787,0.16487549,0.39810675,0.34115368,0.42428327,0.12653157,0.4532465,0.36733654,0.33802742
0.31768566,1.0000002,0.39133143,0.19358324,0.13095185,0.15153244,0.23009768,0.1586591,0.33704886,0.05907107,0.046408504
0.55030787,0.39133143,1.0,0.21077532,0.3043206,0.26710588,0.49174526,0.20209593,0.36545873,0.28120637,0.29325643
0.16487549,0.19358324,0.21077532,0.99999964,0.23173833,0.08838637,0.33145118,0.39850348,0.1987251,0.30390787,0.29906
0.39810675,0.13095185,0.3043206,0.23173833,1.0000004,0.24488403,0.32642967,-0.01835393,0.15028194,0.4312969,0.38841844
0.34115368,0.15153244,0.26710588,0.08838637,0.24488403,1.0000002,0.16012833,0.23912726,0.28946704,0.22280842,0.27447963
0.42428327,0.23009768,0.49174526,0.33145118,0.32642967,0.16012833,1.0000001,0.3555171,0.3435672,0.35691744,0.26555032
0.12653157,0.1586591,0.20209593,0.39850348,-0.01835393,0.23912726,0.3555171,0.9999999,0.19856906,0.10437645,0.08569993
0.45324647,0.33704883,0.3654588,0.19872509,0.1502819,0.28946704,0.34356713,0.19856903,1.0000002,0.2047234,0.31008965
0.36733654,0.05907107,0.28120637,0.30390787,0.4312969,0.22280842,0.35691744,0.10437644,0.2047234,1.0000004,0.85296077
0.33802742,0.046408504,0.29325643,0.29905996,0.3884184,0.27447954,0.26555035,0.08569993,0.31008965,0.85296077,1.0000001
