0,1,2,3,4,5,6
1.0,0.21193206,0.5543947,0.53247046,0.63173795,0.676703,0.2448816
0.21193206,0.9999997,0.28819555,0.40388775,0.14199829,0.2635281,0.38736627
0.5543947,0.28819555,0.99999964,0.8819891,0.5077343,0.5335393,0.28015178
0.53247046,0.40388775,0.8819891,1.0000004,0.45534033,0.518282,0.27177656
0.6317378,0.1419983,0.5077343,0.45534033,1.0000004,0.81565785,0.39120966
0.676703,0.26352814,0.5335393,0.51828206,0.81565785,0.99999964,0.5245234
0.24488163,0.38736632,0.28015178,0.27177656,0.39120966,0.5245234,0.9999999
