0,1,2,3,4,5,6,7,8,9
0.9999999,0.6575567,0.49271727,0.42027617,0.08511976,0.15616533,0.24631636,0.3379321,0.6879265,0.3083167
0.6575567,0.99999964,0.15609369,0.1607326,0.09098129,0.12514448,0.276618,0.117772214,0.57786655,0.40499884
0.49271727,0.15609369,1.0,0.34020874,-0.045695227,0.1178404,0.012480196,0.29591483,0.23686747,0.17748821
0.42027617,0.1607326,0.34020874,1.0000004,0.21282488,0.45322612,0.1922786,0.84283876,0.3238505,0.1999915
0.08511976,0.09098129,-0.045695227,0.21282488,0.9999998,0.1796569,0.20589304,0.21073654,0.13379979,0.14444417
0.15616533,0.12514448,0.1178404,0.45322612,0.1796569,0.99999994,0.14202312,0.40292743,0.2045461,0.15640947
0.24631636,0.276618,0.012480196,0.1922786,0.20589304,0.14202312,1.0000001,0.09285403,0.33739525,0.19799015
0.3379321,0.117772214,0.29591483,0.84283876,0.21073654,0.40292743,0.09285403,1.0000001,0.24512094,0.16969062
0.6879266,0.5778666,0.23686749,0.3238505,0.1337998,0.20454603,0.33739525,0.24512094,0.9999995,0.30881274
0.3083167,0.40499884,0.17748821,0.1999915,0.14444415,0.15640947,0.19799015,0.16969061,0.30881274,0.9999998
