0,1,2,3,4,5,6,7,8,9
0.99999964,0.7623272,0.6472186,0.6383153,0.5598689,0.5031335,0.37369537,0.6857263,0.2855408,0.6759591
0.7623272,1.0,0.7272507,0.7522117,0.6717503,0.42979294,0.43034035,0.7081888,0.33686104,0.7715867
0.6472186,0.7272507,1.0,0.7139768,0.5221919,0.52410597,0.43277395,0.635694,0.34375763,0.7152236
0.6383153,0.7522117,0.7139768,1.0000001,0.6050838,0.41169012,0.4552663,0.6550621,0.4291915,0.77382374
0.5598689,0.6717503,0.5221919,0.6050838,1.0000005,0.37143594,0.4257859,0.60567784,0.21869944,0.6381477
0.5031335,0.42979294,0.52410597,0.41169012,0.37143594,0.99999976,0.7528602,0.5250745,0.32409734,0.47252545
0.37369537,0.43034035,0.43277395,0.4552663,0.4257859,0.7528602,0.9999999,0.54990196,0.4155129,0.4501415
0.6857263,0.7081888,0.635694,0.6550621,0.60567784,0.5250745,0.54990196,0.9999998,0.4946382,0.70204365
0.28554082,0.33686104,0.34375757,0.42919144,0.21869941,0.3240974,0.41551286,0.4946382,0.9999999,0.47284412
0.6759591,0.7715866,0.7152235,0.7738239,0.6381478,0.47252542,0.4501415,0.7020437,0.47284412,1.0000007
