0,1,2,3,4,5,6,7,8,9,10
0.9999999,0.75270915,0.68469656,0.2148592,0.5229187,0.14720415,0.1466156,0.5031625,0.43893284,0.2746613,0.18150118
0.75270915,1.0000001,0.83957446,0.2284591,0.52507985,0.10845722,0.08191141,0.42834583,0.42888206,0.21198845,0.09795373
0.68469656,0.83957446,0.9999996,0.34033513,0.43197697,0.044733107,-8.6771324e-05,0.40744266,0.42243478,0.21114448,0.13974555
0.2148592,0.2284591,0.34033513,0.9999999,0.31099895,-0.0065476894,-0.014344674,0.23235661,0.3068164,0.22411028,0.26412746
0.5229187,0.52507985,0.43197697,0.31099895,1.0,0.16594538,0.08465597,0.80327046,0.77520126,0.29342866,0.17170523
0.14720415,0.10845722,0.044733107,-0.0065476894,0.16594538,0.9999999,0.27350485,0.31894723,0.22528106,0.099781215,0.013747787
0.1466156,0.08191141,-8.6771324e-05,-0.014344674,0.08465597,0.27350485,1.0000001,0.07872033,0.17290843,0.018107459,0.106431216
0.5031625,0.42834583,0.40744266,0.23235661,0.80327046,0.31894723,0.07872033,0.99999994,0.6802214,0.3912095,0.14433998
0.43893284,0.42888206,0.4224348,0.3068164,0.7752012,0.22528107,0.17290841,0.68022144,1.0,0.2771181,0.2719922
0.2746613,0.21198843,0.2111445,0.2241103,0.29342866,0.09978121,0.018107459,0.39120948,0.2771181,0.99999964,0.25597596
0.18150121,0.09795372,0.13974556,0.26412737,0.17170522,0.013747793,0.10643121,0.14434001,0.2719922,0.25597596,1.0
